Unnamed: 0,Text Blocks,Timestamp,Category,Company
2605,The expert team will conduct a comprehensive inspection of the Tesla accident vehicle in Shaoguan,2021-05-09,product,Tesla
2606,Musk claims to have Asperger's Syndrome,2021-05-10,public_relations,Tesla
2607,Musk Launches Dogecoin to Pay Tesla Votes,2021-05-11,stock,Tesla
2608,Tesla Suspends Bitcoin Payments,2021-05-13,stock,Tesla
2609,American internet celebrity angrily accuses Musk of suppressing Bitcoin,2021-05-14,public_relations,Tesla
2610,Musk Blames Bitcoin for Energy Consumption,2021-05-14,public_relations,Tesla
2611,Tesla responds to Hangzhou underground garage accident,2021-05-16,product,Tesla
2612,Musk congratulates Tianwen-1 for landing on Mars,2021-05-16,public_relations,Tesla
2613,Musk hints that Tesla may have sold Bitcoin,2021-05-17,public_relations,Tesla
2614,A Tesla in Zhejiang knocks down two traffic policemen,2021-05-18,product,Tesla
2615,A Tesla in Guangzhou spontaneously combusts after hitting a tree,2021-05-19,product,Tesla
2616,"Tesla crashes into traffic police in Taizhou, 1 dies",2021-05-19,product,Tesla
2617,Musk says all future transportation will be electric,2021-05-21,public_relations,Tesla
2618,Musk says he will never sell Dogecoin,2021-05-21,public_relations,Tesla
2619,Tesla has established a data center in China,2021-05-25,user_experience,Tesla
2620,Tesla may face a huge claim of 1 billion yuan,2021-05-26,public_relations,Tesla
2621,Musk responds to Tesla price hike,2021-06-01,public_relations,Tesla
2622,Motorcycle Reported Tesla Retrograde and He Was Fined,2021-06-02,user_experience,Tesla
2623,Tesla Files for Foodservice Trademark,2021-06-02,competition,Tesla
2624,Tesla's flagship model will use AMD chips,2021-06-02,technical_innovation,Tesla
2625,Tesla apologizes to owners trapped in cars,2021-06-03,public_relations,Tesla
2626,Tesla recalls 734 imported Model 3s,2021-06-03,product,Tesla
2627,Tesla responds to car owner being trapped in car for suffocation,2021-06-03,product,Tesla
2628,Academician said that China's brain-computer interface technology has caught up with Musk in 5 years,2021-06-04,public_relations,Tesla
2629,Musk tweets heartbroken emoji,2021-06-04,public_relations,Tesla
2630,Tesla's market value has evaporated by nearly 200 billion,2021-06-04,stock,Tesla
2631,Tesla orders in China halved in May,2021-06-04,sales_marketing,Tesla
2632,Taizhou 517 accident has nothing to do with Tesla vehicles,2021-06-06,product,Tesla
2633,Billionaires including Musk accused of years of tax evasion,2021-06-09,public_relations,Tesla
2634,"Musk says he now rents a $50,000 house",2021-06-10,public_relations,Tesla
2635,SAIC Volkswagen exec says Tesla is not customer-centric,2021-06-13,competition,Tesla
2636,Tesla Sells About 10% of Its Bitcoin Holdings,2021-06-14,stock,Tesla
2637,Tesla will resume allowing bitcoin transactions,2021-06-14,stock,Tesla
2638,Musk decides to sell his last real estate,2021-06-15,public_relations,Tesla
2639,Former Tesla executive sells $270 million in stock,2021-06-20,stock,Tesla
2640,Musk's rental housing area is only 37 square meters,2021-06-24,public_relations,Tesla
2641,"Tesla responds to recall of 280,000 vehicles in China",2021-06-26,public_relations,Tesla
2642,Ningde era signed an agreement with Tesla,2021-06-29,sales_marketing,Tesla
2643,Musk encourages people to visit China,2021-07-01,public_relations,Tesla
2644,Zhou Hongyi said that Musk and Jia Yueting are both marketing masters,2021-07-05,public_relations,Tesla
2645,Musk admits developing self-driving cars is harder than thought,2021-07-06,public_relations,Tesla
2646,Tesla Model Y Standard Endurance Edition,2021-07-08,sales_marketing,Tesla
2647,Tesla's big price cut triggers a chain reaction in the auto market,2021-07-12,competition,Tesla
2648,Tesla Model Y reservations scheduled until mid-September,2021-07-14,user_experience,Tesla
2649,Musk says most of the pain is coming from Tesla,2021-07-22,public_relations,Tesla
2650,Tesla may accept Bitcoin payment again,2021-07-22,stock,Tesla
2651,Mercedes parent company plans to invest 40 billion euros to compete with Tesla,2021-07-24,competition,Tesla
2652,Tesla Model 3 price cut,2021-07-30,cost,Tesla
2653,Musk says Apple's fees are a global tax on the internet,2021-07-31,public_relations,Tesla
2654,"Tesla raises price of Model S in China by 30,000 yuan",2021-08-04,cost,Tesla
2655,Musk's 2020 salary will be zero,2021-08-14,public_relations,Tesla
2656,U.S. launches formal investigation into Tesla's Autopilot,2021-08-17,public_relations,Tesla
2657,Tesla's humanoid robot was criticized as a joke,2021-08-22,user_experience,Tesla
2658,Tesla underground garage spontaneous combustion,2021-08-23,product,Tesla
2659,Tesla was knocked into the river and the baby was lifted out immediately,2021-08-30,product,Tesla
2660,Tesla will no longer provide referral rewards from September 18,2021-09-18,user_experience,Tesla
2661,Tesla claims 5.05 million in the winning car owner's case of refunding one compensation and three cases,2021-09-27,user_experience,Tesla
2662,Musk is back as the richest man in the world,2021-09-29,public_relations,Tesla
2663,Most of Tesla's bulls have revealed that they have cleared their positions,2021-10-03,stock,Tesla
2664,Tesla ordered to pay $137 million for discrimination against black people,2021-10-05,public_relations,Tesla
2665,Tesla may pay off Chinese factory loans ahead of schedule,2021-10-08,public_relations,Tesla
2666,Tesla headquarters to move to Texas,2021-10-08,public_relations,Tesla
2667,Tesla aims to sell 20 million vehicles by 2030,2021-10-08,sales_marketing,Tesla
2668,Musk rises to world's richest man,2021-10-09,public_relations,Tesla
2669,Musk wants to build a Tesla alien factory before he dies,2021-10-10,public_relations,Tesla
2670,Elon Musk named world's most stingy billionaire list,2021-10-11,public_relations,Tesla
2671,"Wenzhou car owner responds to being sentenced to pay Tesla 50,000 yuan",2021-10-12,user_experience,Tesla
2672,"The owner of the car lied about Tesla's brake failure and was awarded 50,000 in damages",2021-10-12,product,Tesla
2673,Musk cuts price to sell last luxury home,2021-10-13,public_relations,Tesla
2674,Musk wants to play Yuanshin,2021-10-14,public_relations,Tesla
2675,Tesla driver sleeps on autopilot during morning rush hours,2021-10-15,product,Tesla
2676,Musk is worth as much as Gates and Buffett,2021-10-16,public_relations,Tesla
2677,Tesla empty wine bottle sells for 779 yuan,2021-10-21,sales_marketing,Tesla
2678,Tesla's third-quarter revenue of $13.76 billion,2021-10-21,sales_marketing,Tesla
2679,Tesla autopilot data hacked,2021-10-22,technical_innovation,Tesla
2680,Tesla Shanghai Gigafactory data center completed,2021-10-25,product,Tesla
2681,Tesla wins largest electric car order in history,2021-10-26,sales_marketing,Tesla
2682,Tesla's market cap tops $1 trillion,2021-10-26,stock,Tesla
2683,Jia Yueting issued a message congratulating Tesla's market value of breaking trillion,2021-10-27,stock,Tesla
2684,"Tesla's China Model S raises another 30,000 yuan",2021-10-28,cost,Tesla
2685,Musk responded to comparing users with Yang Yuanqing seven years ago,2021-10-29,public_relations,Tesla
2686,Tesla orders 45GWh batteries from CATL,2021-10-29,technical_innovation,Tesla
2687,Musk says he's considering starting a new university,2021-10-29,public_relations,Tesla
2688,Musk responds to UN appeal for donations,2021-11-01,public_relations,Tesla
2689,Musk's seven-step poem who is the bean and who is the scallion,2021-11-02,public_relations,Tesla
2690,Thousands of netizens rewarded Musk,2021-11-02,public_relations,Tesla
2691,Musk issued a seven-step poem in Chinese,2021-11-02,public_relations,Tesla
2692,What kind of experience is it to reward Musk?,2021-11-02,public_relations,Tesla
2693,UN officials again appeal to Musk for donations,2021-11-03,public_relations,Tesla
2694,"Jia Yueting said he and Musk are comrades-in-arms, not competitors",2021-11-07,public_relations,Tesla
2695,Musk faces $15 billion tax bill,2021-11-08,public_relations,Tesla
2696,Tesla's market value plummeted by $199.3 billion in two days,2021-11-10,stock,Tesla
2697,Tesla shares fell 12%,2021-11-10,stock,Tesla
2698,Musk's brother sells more than $100 million in Tesla shares,2021-11-10,public_relations,Tesla
2699,Tesla CEO Musk sells some shares,2021-11-11,public_relations,Tesla
2700,Musk cashed out $6.9 billion in a week,2021-11-13,public_relations,Tesla
2701,Tesla's market value evaporated $189.5 billion in a week,2021-11-13,stock,Tesla
2702,Musk responds to stock sell-off,2021-11-14,public_relations,Tesla
2703,Tesla responds that the new car does not have a USB port,2021-11-15,product,Tesla
2704,Ten billion listed companies will invest and build rockets with Musk,2021-11-17,public_relations,Tesla
2705,Musk talks about the biggest threat to mankind,2021-11-18,public_relations,Tesla
2706,Tesla price increase,2021-11-19,cost,Tesla
2707,Musk supports employees listening to music at work,2021-11-20,public_relations,Tesla
2708,Tesla owner locked out of car after disconnection,2021-11-23,product,Tesla
2709,Musk mocks Apple cleaning cloths,2021-12-01,public_relations,Tesla
2710,Tesla truck styling whistle is on sale for $50,2021-12-01,cost,Tesla
2711,"Tesla Whistle Sold Out Instantly, Very Popular",2021-12-01,user_experience,Tesla
2712,"Tesla kids' electric car on sale for $1,900",2021-12-02,cost,Tesla
2713,"Tesla recalls a total of 21,599 domestic Model Y vehicles",2021-12-04,product,Tesla
2714,Tesla evaporated $70 billion overnight,2021-12-05,stock,Tesla
2715,Musk has cashed out $10.9 billion,2021-12-05,stock,Tesla
2716,Musk sells out house,2021-12-06,public_relations,Tesla
2717,Musk DIY new hairstyle,2021-12-08,public_relations,Tesla
2718,Musk gets $2.5 billion in tax avoidance after selling last estate,2021-12-12,public_relations,Tesla
2719,Tesla owner blows up car because battery replacement is expensive,2021-12-21,product,Tesla
2720,A Tesla crashes into a bridge and falls into a river in Changzhou,2021-12-24,product,Tesla
2721,Husband and wife die after Tesla loses control and falls into river,2021-12-26,product,Tesla
2722,Tesla insurance premiums soared 80% overnight,2021-12-29,cost,Tesla
2723,Tesla Sues Millions of Fans,2022-01-26,public_relations,Tesla
2724,Tesla US stock,2022-01-28,stock,Tesla
2725,Big V responds to Tesla test fraud,2022-01-28,public_relations,Tesla
2726,Musk Elected to National Academy of Engineering,2022-02-10,public_relations,Tesla
2727,Musk responds to being elected to the National Academy of Engineering,2022-02-10,public_relations,Tesla
2728,Tesla responded to the collapse of talks with CATL,2022-02-13,competition,Tesla
2729,Musk's brain-computer interface company accused of monkey abuse,2022-02-17,public_relations,Tesla
2730,Tesla China recall,2022-02-19,product,Tesla
2731,Musk says it doesn't make sense for electric cars to have too much range,2022-03-03,public_relations,Tesla
2732,Tesla Model Y price increase,2022-03-17,cost,Tesla
2733,Musk becomes Twitter's single largest shareholder,2022-04-05,public_relations,Tesla
2734,Musk Tops 2022 Global Billionaires List,2022-04-06,public_relations,Tesla
2735,Musk to become Twitter board member,2022-04-07,public_relations,Tesla
2736,Musk thinks we shouldn't help humans live longer,2022-04-09,public_relations,Tesla
2737,Musk to buy Twitter,2022-04-14,public_relations,Tesla
2738,Tesla catches fire after collision with car in Dalian,2022-04-19,product,Tesla
2739,Tesla Releases First Quarter 2022 Earnings,2022-04-21,sales_marketing,Tesla
2740,Tesla responded to the owner's claim that the brakes failed and accelerated to 170,2022-04-24,product,Tesla
2741,Twitter announces takeover from Musk,2022-04-26,public_relations,Tesla
2742,Musk buys Twitter for $44 billion,2022-04-26,public_relations,Tesla
2743,Musk says to buy Coca-Cola next,2022-04-28,public_relations,Tesla
2744,What do you think about Musk saying he wants to buy Coca-Cola?,2022-04-28,public_relations,Tesla
2745,Tesla responds to Beijing airport high-speed accident,2022-04-28,product,Tesla
2746,Tesla autoplays creepy audio late at night to terrify car owners,2022-05-01,product,Tesla
2747,Tesla confirms it will build a second factory in Shanghai,2022-05-04,product,Tesla
2748,Tesla responds that it will build a second factory in Shanghai,2022-05-05,product,Tesla
2749,Wenzhou Tesla out-of-control car owner apologizes publicly,2022-05-09,user_experience,Tesla
2750,Musk warns of Japan's shrinking population,2022-05-09,public_relations,Tesla
2751,Tesla responds to suspension of production at Shanghai factory,2022-05-10,macroeconomics,Tesla
2752,Musk wants to meet the Chinese version of Musk,2022-05-10,public_relations,Tesla
2753,Musk's net worth shrunk by 120 billion overnight,2022-05-10,stock,Tesla
2754,Musk says demand for Tesla is absurd,2022-05-11,public_relations,Tesla
2755,Musk praises Chinese people for working at three o'clock in the morning,2022-05-11,public_relations,Tesla
2756,Tesla Sues Xiang Ligang,2022-05-11,public_relations,Tesla
2757,Musk wants to unblock Trump's Twitter,2022-05-11,public_relations,Tesla
2758,Xiang Ligang responds to Tesla's lawsuit,2022-05-11,public_relations,Tesla
2759,Tesla lululemon Tencent and many other companies were named,2022-05-12,public_relations,Tesla
2760,Musk's Twitter deal on hold,2022-05-13,public_relations,Tesla
2761,Ukrainian military personnel at the Azov Iron and Steel Plant asked Musk for help,2022-05-13,public_relations,Tesla
2762,Tesla recalls domestic Model 3 and Model Y in large numbers,2022-05-17,public_relations,Tesla
2763,Musk praises WeChat,2022-05-18,public_relations,Tesla
2764,Musk says China's economy will be two or three times the size of the U.S.,2022-05-19,public_relations,Tesla
2765,Musk accused of sexual harassment by flight attendant,2022-05-20,public_relations,Tesla
2766,Tesla Sues Boss Tsai,2022-05-30,public_relations,Tesla
2767,Xiaopeng responds to Musk's claim that China's electric vehicles are the best,2022-05-30,public_relations,Tesla
2768,Musk praises China again,2022-05-30,public_relations,Tesla
2769,Musk requires employees to work at least 40 hours a week,2022-06-02,public_relations,Tesla
2770,Musk requires employees to spend 40 hours a week at the company,2022-06-02,public_relations,Tesla
2771,Musk says working from home makes people lazy,2022-06-02,public_relations,Tesla
2772,Tesla cuts 10% of its workforce,2022-06-03,macroeconomics,Tesla
2773,Tesla to suspend global hiring,2022-06-03,macroeconomics,Tesla
2774,Musk says there should be no two levels of workers and management,2022-06-04,public_relations,Tesla
2775,Tesla stock plunges 9%,2022-06-04,stock,Tesla
2776,German union opposes Musk forcing employees to sit on shift,2022-06-04,public_relations,Tesla
2777,Tesla China is still recruiting a lot,2022-06-07,macroeconomics,Tesla
2778,BYD to supply batteries for Tesla,2022-06-08,technical_innovation,Tesla
2779,Tesla cancels three Chinese hiring events,2022-06-10,macroeconomics,Tesla
2780,Tesla will increase the price of all series,2022-06-16,cost,Tesla
2781,Musk Sued for Dogecoin MLM,2022-06-17,public_relations,Tesla
2782,Tesla self-driving system automatically exits 1 second before crash,2022-06-20,product,Tesla
2783,Musk praises Chinese auto companies for their diligence and smartness,2022-06-21,public_relations,Tesla
2784,Tesla to lay off 10% of its full-time workforce,2022-06-21,macroeconomics,Tesla
2785,Musk's son wants to sever ties,2022-06-21,public_relations,Tesla
2786,Musk responds to son wanting to disown him,2022-06-22,public_relations,Tesla
2787,Tesla mass layoffs,2022-06-29,macroeconomics,Tesla
2788,Musk's fans exceeded 100 million,2022-06-29,public_relations,Tesla
2789,Tesla strictly checks attendance,2022-06-30,public_relations,Tesla
2790,BYD surpasses Tesla in sales volume,2022-07-04,sales_marketing,Tesla
2791,Musk and female executive give birth to twins,2022-07-07,public_relations,Tesla
2792,Musk has 9 kids,2022-07-07,public_relations,Tesla
2793,Musk suspects that he will have 9 children,2022-07-08,public_relations,Tesla
2794,Musk wants to abandon the acquisition of Twitter,2022-07-08,public_relations,Tesla
2795,Musk says he's doing what he can to help solve the population crisis,2022-07-08,public_relations,Tesla
2796,Chongqing police report 2 dead and 4 injured in Tesla out of control,2022-07-09,product,Tesla
2797,Musk may pay Twitter a $1 billion breakup fee,2022-07-09,public_relations,Tesla
2798,Musk ends Twitter acquisition,2022-07-09,public_relations,Tesla
2799,Twitter to sue Musk,2022-07-11,public_relations,Tesla
2800,Tesla responds to fire at Suzhou sheet spraying center,2022-07-12,product,Tesla
2801,Twitter asks Musk to finalize acquisition deal,2022-07-13,public_relations,Tesla
2802,Twitter formally sues Musk,2022-07-13,public_relations,Tesla
2803,Musk says lithium batteries are the new oil,2022-07-14,public_relations,Tesla
2804,Musk's father has a second child with a 41-year-old stepgirl,2022-07-15,public_relations,Tesla
2805,Musk's father says the only purpose of existence is to reproduce,2022-07-15,public_relations,Tesla
2806,Musk once said that Mars still lacks people,2022-07-18,public_relations,Tesla
2807,Musk claims to have uploaded his brain to the cloud,2022-07-19,public_relations,Tesla
2808,Tesla Releases Second Quarter 2022 Earnings,2022-07-21,sales_marketing,Tesla
2809,Tesla customer service responds to Lin Zhiying and his son's car accident,2022-07-22,product,Tesla
2810,At least 26 accidents involving Tesla in 6 years,2022-07-22,product,Tesla
2811,Musk denies meddling with Google founder's wife,2022-07-25,public_relations,Tesla
2812,Elon Musk accused of meddling with Google founder's wife,2022-07-25,public_relations,Tesla
2813,Tesla will be equipped with free karaoke program,2022-07-26,user_experience,Tesla
2814,Musk Says Hybrid Cars Should Be Ditched,2022-07-30,public_relations,Tesla
2815,Musk was urged to take diet pills by his father,2022-08-02,public_relations,Tesla
2816,"In 2021, Tesla's profit margin will exceed that of all car companies",2022-08-05,sales_marketing,Tesla
2817,2022 Tesla Shareholders Meeting,2022-08-05,stock,Tesla
2818,Tesla China sales slashed in half in July,2022-08-09,sales_marketing,Tesla
2819,Musk cashed out nearly $6.89 billion,2022-08-10,public_relations,Tesla
2820,Musk responded by cashing out 46.5 billion yuan,2022-08-10,public_relations,Tesla
2821,Musk cuts 7.92 million Tesla shares,2022-08-10,public_relations,Tesla
2822,Tesla fans use their own daughter to test automatic driving,2022-08-16,user_experience,Tesla
2823,China Internet Letter Magazine published a signed article by Musk,2022-08-16,public_relations,Tesla
2824,Musk says buying Manchester United was a joke,2022-08-17,public_relations,Tesla
2825,Musk says he will buy Manchester United,2022-08-17,public_relations,Tesla
2826,Tesla owner implants chips into car keys,2022-08-21,technical_innovation,Tesla
2827,Musk's salary exceeded $10 billion last year,2022-08-23,public_relations,Tesla
2828,Musk ends Twitter purchase,2022-08-30,public_relations,Tesla
2829,No one on both sides of the Tesla recognizes a portrait,2022-09-02,product,Tesla
2830,Apple's car surpasses Tesla in popularity,2022-09-05,competition,Tesla
2831,Yu Chengdong dissed Tesla all the way,2022-09-06,competition,Tesla
2832,Musk's deal to buy Twitter has been terminated,2022-09-10,public_relations,Tesla
2833,Musk bombards fuel vehicles,2022-09-13,public_relations,Tesla
2834,Tesla may launch cheap electric cars,2022-09-15,cost,Tesla
2835,Tesla recalls nearly 1.1 million vehicles,2022-09-23,product,Tesla
2836,"Musk is worth $251 billion, the richest man in the United States",2022-09-28,public_relations,Tesla
2837,Tesla will cut prices,2022-09-30,cost,Tesla
2838,Tesla humanoid robot prototype unveiled,2022-10-01,technical_innovation,Tesla
2839,Tesla responds to sharp price cuts for domestic models,2022-10-01,cost,Tesla
2840,Man drove Tesla back home and called tow truck until he ran out of battery,2022-10-03,user_experience,Tesla
2841,Zelensky unhappy with Musk's advice on Russia-Ukraine conflict,2022-10-04,public_relations,Tesla
2842,Tesla's market value evaporated overnight by 510 billion,2022-10-04,stock,Tesla
2843,Musk plans to buy Twitter at original price,2022-10-05,public_relations,Tesla
2844,The Ministry of Foreign Affairs responds to Musk's remarks related to Taiwan,2022-10-08,public_relations,Tesla
2845,Musk skips lunch to lose weight,2022-10-08,public_relations,Tesla
2846,Musk says he will colonize Mars himself,2022-10-08,public_relations,Tesla
2847,Musk officially announced the launch of Tesla electric trucks,2022-10-08,public_relations,Tesla
2848,"Tesla's Shanghai factory delivered more than 83,000 vehicles in September",2022-10-09,sales_marketing,Tesla
2849,Musk said that losing money will also provide Starlink to Ukraine,2022-10-16,macroeconomics,Tesla
2850,Tesla's new car costs half as much as Model 3,2022-10-20,cost,Tesla
2851,Musk says Tesla's market value may exceed $4 trillion,2022-10-20,public_relations,Tesla
2852,Tesla Releases Third Quarter 2022 Earnings,2022-10-20,sales_marketing,Tesla
2853,Foxconn CEO Says Hope to OEM Tesla,2022-10-20,public_relations,Tesla
2854,Former Tesla director sees BYD as sole challenger,2022-10-21,competition,Tesla
2855,Musk says he plans to lay off 75% of Twitter employees,2022-10-21,public_relations,Tesla
2856,Tesla shares fell 6.65%,2022-10-21,stock,Tesla
2857,Tesla's official price cut immediately triggered rights protection,2022-10-24,product,Tesla
2858,How Tesla's price cut will affect the market,2022-10-24,macroeconomics,Tesla
2859,Tesla customer service responds to price cuts,2022-10-24,public_relations,Tesla
2860,Tesla Model 3 and Model Y cut prices,2022-10-24,cost,Tesla
2861,Musk's net worth evaporated by more than 110 billion US dollars,2022-10-24,public_relations,Tesla
2862,BYD Denies Following Tesla in Price Cuts,2022-10-24,competition,Tesla
2863,Musk is not optimistic about flying cars,2022-10-26,public_relations,Tesla
2864,Musk promises to close Twitter acquisition by Friday,2022-10-26,public_relations,Tesla
2865,Musk says Apple's ad fees are too high,2022-10-27,public_relations,Tesla
2866,Musk appeared at Twitter headquarters,2022-10-27,public_relations,Tesla
2867,Musk may unblock Trump's Twitter account,2022-10-28,public_relations,Tesla
2868,Musk fires Twitter CEO and CFO,2022-10-28,public_relations,Tesla
2869,What it means for Musk to buy Twitter,2022-10-28,public_relations,Tesla
2870,Musk takes over as Twitter CEO,2022-10-28,public_relations,Tesla
2871,Musk completes deal to take Twitter private,2022-10-28,public_relations,Tesla
2872,Tesla wins lawsuit against boss Tsai,2022-10-31,public_relations,Tesla
2873,Musk becomes sole director of Twitter,2022-10-31,public_relations,Tesla
2874,Musk may lay off 50% of Twitter's staff,2022-10-31,public_relations,Tesla
2875,Musk will charge users for Twitter blue authentication,2022-11-01,public_relations,Tesla
2876,Musk asks Twitter engineers to silently write code,2022-11-01,public_relations,Tesla
2877,Musk decides to change Twitter homepage,2022-11-01,public_relations,Tesla
2878,Musk Says Solo CEO Is Just a Temporary Arrangement,2022-11-01,public_relations,Tesla
2879,Musk wants to transform Twitter into an overseas version of WeChat,2022-11-01,public_relations,Tesla
2880,Musk deploys cronies to help take over Twitter,2022-11-01,public_relations,Tesla
2881,Twitter employees work 12-hour days to prevent Musk layoffs,2022-11-02,public_relations,Tesla
2882,Has Musk started working on KPIs?,2022-11-02,public_relations,Tesla
2883,Musk plans to lay off 50% of Twitter staff,2022-11-03,public_relations,Tesla
2884,Can Musk reinvent Twitter?,2022-11-04,public_relations,Tesla
2885,Tesla humanoid robot debuts in China,2022-11-05,technical_innovation,Tesla
2886,Tesla's market value has shrunk by 2.9 trillion,2022-11-05,stock,Tesla
2887,Biden responds to Musk buying Twitter,2022-11-05,public_relations,Tesla
2888,Musk now works 17 hours a day,2022-11-05,public_relations,Tesla
2889,Musk complains about huge drop in Twitter revenue,2022-11-05,public_relations,Tesla
2890,Twitter founder blames Musk for layoffs,2022-11-06,public_relations,Tesla
2891,Musk fires 90% of Indian Twitter staff,2022-11-07,public_relations,Tesla
2892,Musk cracks down on Twitter's high imitation account,2022-11-07,public_relations,Tesla
2893,Musk brings back dozens of laid-off Twitter employees,2022-11-07,public_relations,Tesla
2894,Musk's hyperloop begins full-scale testing,2022-11-07,public_relations,Tesla
2895,Musk says he has no choice but to lay off workers,2022-11-07,public_relations,Tesla
2896,Musk responded to the blue V payment system,2022-11-07,public_relations,Tesla
2897,Tesla shares fall back to a year and a half ago,2022-11-08,stock,Tesla
2898,Tesla offers further discounts after price cuts,2022-11-08,cost,Tesla
2899,Tesla makes 8 times more money selling a car than Toyota,2022-11-08,sales_marketing,Tesla
2900,Twitter user growth hits new high after Musk takes over,2022-11-08,public_relations,Tesla
2901,Twitter bans negative Tesla ads,2022-11-09,public_relations,Tesla
2902,Musk's Twitter will divide users into three categories,2022-11-09,public_relations,Tesla
2903,Musk's personal wealth fell by 1.2 trillion from a year ago,2022-11-09,public_relations,Tesla
2904,Tesla CEO Elon Musk sells Tesla stock,2022-11-09,public_relations,Tesla
2905,Musk wants to launch Yu'e Bao function on Twitter,2022-11-10,public_relations,Tesla
2906,Musk says Twitter may go bankrupt,2022-11-11,public_relations,Tesla
2907,Musk sends first Twitter employee letter,2022-11-11,public_relations,Tesla
2908,Li Bin responds to the impact of Tesla's price cuts,2022-11-11,competition,Tesla
2909,Tesla Responds to Chaozhou Pedestrian Accident,2022-11-13,product,Tesla
2910,Witnesses recount the moment of the Tesla car accident in Chaozhou,2022-11-13,user_experience,Tesla
2911,2 dead and 3 injured in a Tesla out of control in Chaozhou,2022-11-13,product,Tesla
2912,Musk thanks Twitter employees for working late nights,2022-11-13,public_relations,Tesla
2913,Family members of Tesla's Chaozhou out-of-control accident respond via video,2022-11-14,public_relations,Tesla
2914,Musk claims to work 7 days a week,2022-11-14,public_relations,Tesla
2915,Musk abruptly fires 80% of Twitter contractors,2022-11-14,public_relations,Tesla
2916,Chaozhou Tesla driver speaks out,2022-11-14,public_relations,Tesla
2917,The driver's family refuted Tesla's response one by one,2022-11-14,public_relations,Tesla
2918,Tesla claims that Chaozhou car owners did not step on the brakes during the whole process,2022-11-14,public_relations,Tesla
2919,Tesla says police are seeking third-party identification,2022-11-14,public_relations,Tesla
2920,Video released before Tesla accident in Chaozhou,2022-11-15,public_relations,Tesla
2921,Musk sleeps at Twitter headquarters,2022-11-15,public_relations,Tesla
2922,Tesla sells 530 yuan limited glass,2022-11-15,sales_marketing,Tesla
2923,Musk says Twitter will no longer display device models,2022-11-15,public_relations,Tesla
2924,Musk fires Twitter engineers who criticized him,2022-11-15,public_relations,Tesla
2925,Musk plans to cancel free lunch at Twitter HQ,2022-11-15,public_relations,Tesla
2926,Musk warns Twitter employees not to work overtime or leave,2022-11-17,public_relations,Tesla
2927,Musk considers stepping down as Tesla CEO,2022-11-17,public_relations,Tesla
2928,Chaozhou Tesla accident car third-party appraisal site,2022-11-17,public_relations,Tesla
2929,Musk says population collapse is inevitable,2022-11-17,public_relations,Tesla
2930,Musk has identified a potential successor to Tesla CEO,2022-11-17,public_relations,Tesla
2931,Musk issues ultimatum to Twitter employees,2022-11-17,public_relations,Tesla
2932,Musk changed his tune and said that Twitter employees can work remotely,2022-11-18,public_relations,Tesla
2933,Musk posted a photo of working overtime with Twitter employees in the early morning,2022-11-20,public_relations,Tesla
2934,Musk says he will unblock Trump's Twitter account,2022-11-20,public_relations,Tesla
2935,Musk fears losing his position as world's richest man,2022-11-22,public_relations,Tesla
2936,Musk says Twitter layoffs are over,2022-11-22,public_relations,Tesla
2937,Musk asks Twitter programmers to write weekly report,2022-11-24,public_relations,Tesla
2938,Musk complains about high fees for Apple and Google,2022-11-24,public_relations,Tesla
2939,Musk wants to unblock all banned Twitter accounts,2022-11-24,public_relations,Tesla
2940,Tesla responds to Model Y spontaneous combustion causing multiple luxury cars to be burned,2022-11-25,product,Tesla
2941,Musk says he will make phones if Twitter is taken down,2022-11-26,public_relations,Tesla
2942,Musk invites Bill Gates to drive Tesla Semi,2022-11-28,public_relations,Tesla
2943,Musk Exposes Twitter 2.0,2022-11-28,public_relations,Tesla
2944,Musk Says Apple Threatens to Remove Twitter,2022-11-29,public_relations,Tesla
2945,"After Shanghai 2005, it is meaningless to talk to Musk",2022-11-29,public_relations,Tesla
2946,Taizhou traffic police report Tesla rear-end collision caused 2 deaths and 1 injury,2022-11-29,product,Tesla
2947,Relatives and friends of Tesla accident owner in Taizhou responded,2022-11-30,user_experience,Tesla
2948,Musk demonstrates that monkeys type with their minds,2022-12-01,public_relations,Tesla
2949,Musk says U.S. economy faces serious recession risk,2022-12-01,public_relations,Tesla
2950,Netflix CEO says people are too critical of Musk,2022-12-01,public_relations,Tesla
2951,Musk expects human trials of brain-computer interface within 6 months,2022-12-01,public_relations,Tesla
2952,Musk meets Cook at Apple headquarters,2022-12-01,public_relations,Tesla
2953,EU warns Musk to control Twitter,2022-12-01,public_relations,Tesla
2954,Musk says no risk of Twitter being removed from Apple Store,2022-12-01,public_relations,Tesla
2955,Tesla Semi electric truck officially delivered,2022-12-02,technical_innovation,Tesla
2956,Musk says he won't kill himself,2022-12-05,public_relations,Tesla
2957,It is reported that Tesla's Shanghai factory will take the initiative to reduce production by 20%,2022-12-05,product,Tesla
2958,Musk worries about personal safety,2022-12-05,public_relations,Tesla
2959,Musk turns part of his Twitter office into a bedroom,2022-12-06,public_relations,Tesla
2960,Musk says there's a good chance he'll be shot,2022-12-06,public_relations,Tesla
2961,Musk's brain-computer interface company under investigation for animal experiments,2022-12-06,public_relations,Tesla
2962,Musk decides to appoint Zhu Xiaotong as Tesla's global CEO,2022-12-07,public_relations,Tesla
2963,Tesla's market value evaporated overnight by 272.9 billion yuan,2022-12-07,stock,Tesla
